company_id,company_name,companyHR_id,company_location,company_email,company_website
250,ByteCompass Innovations,250,Gujranwala,bytecompassinnovations@example.com,bytecompassinnovations.com
251,DataStream Technologies,251,Rawalpindi,datastreamtechnologies@example.com,datastreamtechnologies.com
252,CloudSavvy,252,Abbottabad,cloudsavvy@example.com,cloudsavvy.com
253,NetForge Systems,253,Bahawalpur,netforgesystems@example.com,netforgesystems.com
254,CyberTech Solutions,254,Gujranwala,cybertechsolutions@example.com,cybertechsolutions.com
255,TechForge Innovations,255,Sukkur,techforgeinnovations@example.com,techforgeinnovations.com
256,NetForge Co.,256,Sialkot,netforgeco.@example.com,netforgeco..com
257,DataPlex,257,Lahore,dataplex@example.com,dataplex.com
258,InnoTech Solutions,258,Karachi,innotechsolutions@example.com,innotechsolutions.com
259,NetCraft Innovations,259,Sukkur,netcraftinnovations@example.com,netcraftinnovations.com
260,CloudGenix,260,Nawabshah,cloudgenix@example.com,cloudgenix.com
261,WebWise Solutions,261,Hyderabad,webwisesolutions@example.com,webwisesolutions.com
262,WebGenius Innovations,262,Sukkur,webgeniusinnovations@example.com,webgeniusinnovations.com
263,DataCrafters,263,Sialkot,datacrafters@example.com,datacrafters.com
264,CodeCraft Solutions,264,Sukkur,codecraftsolutions@example.com,codecraftsolutions.com
265,CodeMaster Systems,265,Rawalpindi,codemastersystems@example.com,codemastersystems.com
266,CyberStream,266,Hyderabad,cyberstream@example.com,cyberstream.com
267,CyberSolutions,267,Hyderabad,cybersolutions@example.com,cybersolutions.com
268,NetSavvy,268,Quetta,netsavvy@example.com,netsavvy.com
269,CodeSavvy,269,Faisalabad,codesavvy@example.com,codesavvy.com
270,DataSphere,270,Hyderabad,datasphere@example.com,datasphere.com
271,DataFusion Co.,271,Sukkur,datafusionco.@example.com,datafusionco..com
272,DataStream,272,Lahore,datastream@example.com,datastream.com
273,NetWise Technologies,273,Islamabad,netwisetechnologies@example.com,netwisetechnologies.com
274,Innovative Solutions Co.,274,Multan,innovativesolutionsco.@example.com,innovativesolutionsco..com
275,TechStorm,275,Multan,techstorm@example.com,techstorm.com
276,TechNest Innovations,276,Gujranwala,technestinnovations@example.com,technestinnovations.com
277,CloudNinja,277,Gujranwala,cloudninja@example.com,cloudninja.com
278,CloudLogic Systems,278,Sialkot,cloudlogicsystems@example.com,cloudlogicsystems.com
279,WebCompass,279,Rawalpindi,webcompass@example.com,webcompass.com
280,TechLogic,280,Rawalpindi,techlogic@example.com,techlogic.com
281,ByteSavvy,281,Islamabad,bytesavvy@example.com,bytesavvy.com
282,DataCraft,282,Sialkot,datacraft@example.com,datacraft.com
283,DataCompass Solutions,283,Peshawar,datacompasssolutions@example.com,datacompasssolutions.com
284,WebCompass,284,Sukkur,webcompass@example.com,webcompass.com
285,InnoSoft Technologies,285,Sukkur,innosofttechnologies@example.com,innosofttechnologies.com
286,WebSphere Systems,286,Peshawar,webspheresystems@example.com,webspheresystems.com
287,InnoSphere Co.,287,Peshawar,innosphereco.@example.com,innosphereco..com
288,ByteLogic Co.,288,Islamabad,bytelogicco.@example.com,bytelogicco..com
289,NetSphere Technologies,289,Multan,netspheretechnologies@example.com,netspheretechnologies.com
290,ByteSavvy,290,Multan,bytesavvy@example.com,bytesavvy.com
291,WebSphere,291,Nawabshah,websphere@example.com,websphere.com
292,NetLogic Systems,292,Abbottabad,netlogicsystems@example.com,netlogicsystems.com
293,CodeWave Solutions,293,Peshawar,codewavesolutions@example.com,codewavesolutions.com
294,ByteStorm Solutions,294,Quetta,bytestormsolutions@example.com,bytestormsolutions.com
295,CloudGenius,295,Karachi,cloudgenius@example.com,cloudgenius.com
296,CodeWise,296,Karachi,codewise@example.com,codewise.com
297,CodeNest Co.,297,Abbottabad,codenestco.@example.com,codenestco..com
298,CodeCrafters,298,Sukkur,codecrafters@example.com,codecrafters.com
299,CyberVerse,299,Abbottabad,cyberverse@example.com,cyberverse.com
300,CyberTech Solutions,300,Islamabad,cybertechsolutions@example.com,cybertechsolutions.com
301,ByteBay Solutions,301,Lahore,bytebaysolutions@example.com,bytebaysolutions.com
302,ByteWorks,302,Peshawar,byteworks@example.com,byteworks.com
303,ByteSavvy,303,Rawalpindi,bytesavvy@example.com,bytesavvy.com
304,InnoWare Innovations,304,Bahawalpur,innowareinnovations@example.com,innowareinnovations.com
305,TechStorm,305,Sialkot,techstorm@example.com,techstorm.com
306,CyberSphere Innovations,306,Sukkur,cybersphereinnovations@example.com,cybersphereinnovations.com
307,DataStream Co.,307,Hyderabad,datastreamco.@example.com,datastreamco..com
308,CodeStorm,308,Abbottabad,codestorm@example.com,codestorm.com
309,DataStream,309,Rawalpindi,datastream@example.com,datastream.com
310,WebStream Innovations,310,Peshawar,webstreaminnovations@example.com,webstreaminnovations.com
311,WebSavvy Innovations,311,Sukkur,websavvyinnovations@example.com,websavvyinnovations.com
312,WebLogic Innovations,312,Gujranwala,weblogicinnovations@example.com,weblogicinnovations.com
313,InfoTech Innovations,313,Lahore,infotechinnovations@example.com,infotechinnovations.com
314,CodeLogic,314,Islamabad,codelogic@example.com,codelogic.com
315,TechSphere Innovations,315,Gujranwala,techsphereinnovations@example.com,techsphereinnovations.com
316,ByteWise Solutions,316,Faisalabad,bytewisesolutions@example.com,bytewisesolutions.com
317,DataDynamix,317,Multan,datadynamix@example.com,datadynamix.com
318,InnoTech,318,Rawalpindi,innotech@example.com,innotech.com
319,TechWorks,319,Karachi,techworks@example.com,techworks.com
320,CyberSphere,320,Lahore,cybersphere@example.com,cybersphere.com
321,CloudEdge Solutions,321,Sialkot,cloudedgesolutions@example.com,cloudedgesolutions.com
322,WebSphere,322,Sialkot,websphere@example.com,websphere.com
323,NetWorx Solutions,323,Multan,networxsolutions@example.com,networxsolutions.com
324,DataStorm Co.,324,Faisalabad,datastormco.@example.com,datastormco..com
325,CloudSphere Systems,325,Islamabad,cloudspheresystems@example.com,cloudspheresystems.com
326,CyberCraft Solutions,326,Rawalpindi,cybercraftsolutions@example.com,cybercraftsolutions.com
327,DataSphere,327,Rawalpindi,datasphere@example.com,datasphere.com
328,InfoCloud Systems,328,Gujranwala,infocloudsystems@example.com,infocloudsystems.com
329,WebCrafters Co.,329,Rawalpindi,webcraftersco.@example.com,webcraftersco..com
330,DataWorks Co.,330,Quetta,dataworksco.@example.com,dataworksco..com
331,CyberSphere,331,Karachi,cybersphere@example.com,cybersphere.com
332,CodeCloud Solutions,332,Faisalabad,codecloudsolutions@example.com,codecloudsolutions.com
333,WebCraft,333,Lahore,webcraft@example.com,webcraft.com
334,DataWorks Co.,334,Sialkot,dataworksco.@example.com,dataworksco..com
335,NetWorks Co.,335,Sialkot,networksco.@example.com,networksco..com
336,InnoGenius,336,Abbottabad,innogenius@example.com,innogenius.com
337,DataStream Technologies,337,Karachi,datastreamtechnologies@example.com,datastreamtechnologies.com
338,InfoNinja Systems,338,Islamabad,infoninjasystems@example.com,infoninjasystems.com
339,CyberNest Solutions,339,Quetta,cybernestsolutions@example.com,cybernestsolutions.com
340,WebGenius,340,Islamabad,webgenius@example.com,webgenius.com
341,DataGenius Co.,341,Karachi,datageniusco.@example.com,datageniusco..com
342,CloudMasters,342,Faisalabad,cloudmasters@example.com,cloudmasters.com
343,DataRangers,343,Abbottabad,datarangers@example.com,datarangers.com
344,TechGenius Co.,344,Gujranwala,techgeniusco.@example.com,techgeniusco..com
345,CyberTech Solutions,345,Sukkur,cybertechsolutions@example.com,cybertechsolutions.com
346,ByteCloud,346,Peshawar,bytecloud@example.com,bytecloud.com
347,CyberTech Solutions,347,Gujranwala,cybertechsolutions@example.com,cybertechsolutions.com
348,CodeSphere Innovations,348,Gujranwala,codesphereinnovations@example.com,codesphereinnovations.com
349,CyberForge Solutions,349,Nawabshah,cyberforgesolutions@example.com,cyberforgesolutions.com
350,TechSphere,350,Multan,techsphere@example.com,techsphere.com
351,DataSphere,351,Hyderabad,datasphere@example.com,datasphere.com
352,InfoCraft,352,Bahawalpur,infocraft@example.com,infocraft.com
353,ByteSavvy,353,Bahawalpur,bytesavvy@example.com,bytesavvy.com
354,CyberStream,354,Sukkur,cyberstream@example.com,cyberstream.com
355,WebLogic Innovations,355,Bahawalpur,weblogicinnovations@example.com,weblogicinnovations.com
356,CloudSphere,356,Lahore,cloudsphere@example.com,cloudsphere.com
357,CyberEdge Innovations,357,Gujranwala,cyberedgeinnovations@example.com,cyberedgeinnovations.com
358,NetTech,358,Bahawalpur,nettech@example.com,nettech.com
359,CloudLogic Systems,359,Lahore,cloudlogicsystems@example.com,cloudlogicsystems.com
360,WebCompass,360,Abbottabad,webcompass@example.com,webcompass.com
361,WebCraft,361,Sukkur,webcraft@example.com,webcraft.com
362,InnoSoft Technologies,362,Rawalpindi,innosofttechnologies@example.com,innosofttechnologies.com
363,ByteWise Solutions,363,Karachi,bytewisesolutions@example.com,bytewisesolutions.com
364,InnoCloud Innovations,364,Sialkot,innocloudinnovations@example.com,innocloudinnovations.com
365,CyberMatrix Solutions,365,Lahore,cybermatrixsolutions@example.com,cybermatrixsolutions.com
366,TechHive,366,Bahawalpur,techhive@example.com,techhive.com
367,ByteLogic,367,Multan,bytelogic@example.com,bytelogic.com
368,CyberCraft Solutions,368,Islamabad,cybercraftsolutions@example.com,cybercraftsolutions.com
369,WebSphere Innovations,369,Sialkot,websphereinnovations@example.com,websphereinnovations.com
370,NetCraft Innovations,370,Multan,netcraftinnovations@example.com,netcraftinnovations.com
371,TechGenie,371,Peshawar,techgenie@example.com,techgenie.com
372,CloudTech Solutions,372,Islamabad,cloudtechsolutions@example.com,cloudtechsolutions.com
373,CodeLogic Co.,373,Karachi,codelogicco.@example.com,codelogicco..com
374,TechEdge Co.,374,Nawabshah,techedgeco.@example.com,techedgeco..com
375,InnoSoft Technologies,375,Karachi,innosofttechnologies@example.com,innosofttechnologies.com
376,WebSphere Innovations,376,Peshawar,websphereinnovations@example.com,websphereinnovations.com
377,ByteWorks,377,Rawalpindi,byteworks@example.com,byteworks.com
378,WebStream Systems,378,Karachi,webstreamsystems@example.com,webstreamsystems.com
379,CloudCompass,379,Sialkot,cloudcompass@example.com,cloudcompass.com
380,CodeStorm Co.,380,Lahore,codestormco.@example.com,codestormco..com
381,Innovative Solutions Co.,381,Gujranwala,innovativesolutionsco.@example.com,innovativesolutionsco..com
382,DataGenius,382,Gujranwala,datagenius@example.com,datagenius.com
383,CyberMatrix,383,Peshawar,cybermatrix@example.com,cybermatrix.com
384,InnoTech Innovations,384,Gujranwala,innotechinnovations@example.com,innotechinnovations.com
385,WebCompass,385,Sialkot,webcompass@example.com,webcompass.com
386,CloudStream,386,Islamabad,cloudstream@example.com,cloudstream.com
387,InnoMatrix,387,Multan,innomatrix@example.com,innomatrix.com
388,WebGenius Innovations,388,Nawabshah,webgeniusinnovations@example.com,webgeniusinnovations.com
389,ByteStorm Solutions,389,Gujranwala,bytestormsolutions@example.com,bytestormsolutions.com
390,CyberNest Solutions,390,Quetta,cybernestsolutions@example.com,cybernestsolutions.com
391,DataSavvy,391,Nawabshah,datasavvy@example.com,datasavvy.com
392,DataGenius Co.,392,Gujranwala,datageniusco.@example.com,datageniusco..com
393,WebLogic Innovations,393,Rawalpindi,weblogicinnovations@example.com,weblogicinnovations.com
394,WebStream Innovations,394,Bahawalpur,webstreaminnovations@example.com,webstreaminnovations.com
395,ByteLogic,395,Hyderabad,bytelogic@example.com,bytelogic.com
396,ByteSphere,396,Sialkot,bytesphere@example.com,bytesphere.com
397,WebCompass,397,Hyderabad,webcompass@example.com,webcompass.com
398,CyberNest Solutions,398,Sukkur,cybernestsolutions@example.com,cybernestsolutions.com
399,InnoTech,399,Rawalpindi,innotech@example.com,innotech.com
400,NetSavvy,400,Bahawalpur,netsavvy@example.com,netsavvy.com
401,InnoTech Solutions,401,Peshawar,innotechsolutions@example.com,innotechsolutions.com
402,TechPulse,402,Rawalpindi,techpulse@example.com,techpulse.com
403,WebLogic,403,Nawabshah,weblogic@example.com,weblogic.com
404,ByteMatrix,404,Bahawalpur,bytematrix@example.com,bytematrix.com
405,InnoWorks Solutions,405,Gujranwala,innoworkssolutions@example.com,innoworkssolutions.com
406,InfoStream,406,Rawalpindi,infostream@example.com,infostream.com
407,CyberNest Solutions,407,Rawalpindi,cybernestsolutions@example.com,cybernestsolutions.com
408,TechLogic,408,Quetta,techlogic@example.com,techlogic.com
409,WebStream Systems,409,Sukkur,webstreamsystems@example.com,webstreamsystems.com
410,CodeSphere,410,Islamabad,codesphere@example.com,codesphere.com
411,WebCrafters Co.,411,Multan,webcraftersco.@example.com,webcraftersco..com
412,InnoNest Technologies,412,Rawalpindi,innonesttechnologies@example.com,innonesttechnologies.com
413,WebSphere Technologies,413,Karachi,webspheretechnologies@example.com,webspheretechnologies.com
414,CloudLogic Co.,414,Peshawar,cloudlogicco.@example.com,cloudlogicco..com
415,TechSphere,415,Lahore,techsphere@example.com,techsphere.com
416,ByteMatrix,416,Rawalpindi,bytematrix@example.com,bytematrix.com
417,CodeSphere Co.,417,Peshawar,codesphereco.@example.com,codesphereco..com
418,CodeGenius,418,Hyderabad,codegenius@example.com,codegenius.com
419,ByteForge Technologies,419,Gujranwala,byteforgetechnologies@example.com,byteforgetechnologies.com
420,InnoMatrix,420,Hyderabad,innomatrix@example.com,innomatrix.com
421,InfoTech Innovations,421,Faisalabad,infotechinnovations@example.com,infotechinnovations.com
422,WebSphere Co.,422,Sukkur,websphereco.@example.com,websphereco..com
423,DataWorks Co.,423,Sialkot,dataworksco.@example.com,dataworksco..com
424,InfoMatrix Systems,424,Hyderabad,infomatrixsystems@example.com,infomatrixsystems.com
425,InnoTech Innovations,425,Lahore,innotechinnovations@example.com,innotechinnovations.com
426,InfoSphere Innovations,426,Abbottabad,infosphereinnovations@example.com,infosphereinnovations.com
427,CyberWise,427,Multan,cyberwise@example.com,cyberwise.com
428,ByteWorks Innovations,428,Hyderabad,byteworksinnovations@example.com,byteworksinnovations.com
429,WebGenius Innovations,429,Faisalabad,webgeniusinnovations@example.com,webgeniusinnovations.com
430,TechEdge Co.,430,Lahore,techedgeco.@example.com,techedgeco..com
431,InnoCloud Innovations,431,Gujranwala,innocloudinnovations@example.com,innocloudinnovations.com
432,WebCraft,432,Peshawar,webcraft@example.com,webcraft.com
433,CloudSphere Systems,433,Gujranwala,cloudspheresystems@example.com,cloudspheresystems.com
434,NetCrafters,434,Sialkot,netcrafters@example.com,netcrafters.com
435,InnoSphere Co.,435,Multan,innosphereco.@example.com,innosphereco..com
436,DataCompass Solutions,436,Rawalpindi,datacompasssolutions@example.com,datacompasssolutions.com
437,CloudCraft,437,Peshawar,cloudcraft@example.com,cloudcraft.com
438,TechCraft Solutions,438,Abbottabad,techcraftsolutions@example.com,techcraftsolutions.com
439,CodeStorm Innovations,439,Abbottabad,codestorminnovations@example.com,codestorminnovations.com
440,InfoGate Innovations,440,Karachi,infogateinnovations@example.com,infogateinnovations.com
441,NetMatrix Technologies,441,Hyderabad,netmatrixtechnologies@example.com,netmatrixtechnologies.com
442,WebStream Innovations,442,Sukkur,webstreaminnovations@example.com,webstreaminnovations.com
443,TechNest Innovations,443,Sialkot,technestinnovations@example.com,technestinnovations.com
444,CodeNest Co.,444,Gujranwala,codenestco.@example.com,codenestco..com
445,InnoTech Innovations,445,Hyderabad,innotechinnovations@example.com,innotechinnovations.com
446,CloudCraft,446,Sialkot,cloudcraft@example.com,cloudcraft.com
447,TechForge,447,Abbottabad,techforge@example.com,techforge.com
448,InfoNinja Systems,448,Quetta,infoninjasystems@example.com,infoninjasystems.com
449,CloudTech Solutions,449,Bahawalpur,cloudtechsolutions@example.com,cloudtechsolutions.com
450,NetForge Systems,450,Nawabshah,netforgesystems@example.com,netforgesystems.com
451,ByteCompass,451,Faisalabad,bytecompass@example.com,bytecompass.com
452,InnoStream Co.,452,Multan,innostreamco.@example.com,innostreamco..com
453,ByteSavvy,453,Karachi,bytesavvy@example.com,bytesavvy.com
454,TechEdge Co.,454,Gujranwala,techedgeco.@example.com,techedgeco..com
455,InnoTech Co.,455,Nawabshah,innotechco.@example.com,innotechco..com
456,NetNinja Technologies,456,Nawabshah,netninjatechnologies@example.com,netninjatechnologies.com
457,CyberSphere Solutions,457,Gujranwala,cyberspheresolutions@example.com,cyberspheresolutions.com
458,WebLogic Co.,458,Hyderabad,weblogicco.@example.com,weblogicco..com
459,CyberVerse,459,Sialkot,cyberverse@example.com,cyberverse.com
460,CodeGenius,460,Islamabad,codegenius@example.com,codegenius.com
461,DataPulse Innovations,461,Faisalabad,datapulseinnovations@example.com,datapulseinnovations.com
462,ByteStorm Solutions,462,Faisalabad,bytestormsolutions@example.com,bytestormsolutions.com
463,DataLogic,463,Sialkot,datalogic@example.com,datalogic.com
464,CyberCraft Solutions,464,Faisalabad,cybercraftsolutions@example.com,cybercraftsolutions.com
465,ByteSphere Systems,465,Abbottabad,bytespheresystems@example.com,bytespheresystems.com
466,TechGenie,466,Islamabad,techgenie@example.com,techgenie.com
467,TechEdge Co.,467,Multan,techedgeco.@example.com,techedgeco..com
468,DataSphere Co.,468,Faisalabad,datasphereco.@example.com,datasphereco..com
469,InfoCloud Co.,469,Faisalabad,infocloudco.@example.com,infocloudco..com
470,InfoNest Technologies,470,Sialkot,infonesttechnologies@example.com,infonesttechnologies.com
471,NetForge Systems,471,Lahore,netforgesystems@example.com,netforgesystems.com
472,CyberCrafters,472,Quetta,cybercrafters@example.com,cybercrafters.com
473,InfoTech,473,Lahore,infotech@example.com,infotech.com
474,InfoStream,474,Quetta,infostream@example.com,infostream.com
475,DataSavvy,475,Gujranwala,datasavvy@example.com,datasavvy.com
476,CodeSphere,476,Bahawalpur,codesphere@example.com,codesphere.com
477,InnoMatrix,477,Islamabad,innomatrix@example.com,innomatrix.com
478,CloudLogic,478,Bahawalpur,cloudlogic@example.com,cloudlogic.com
479,CodeLogic Co.,479,Rawalpindi,codelogicco.@example.com,codelogicco..com
480,ByteStorm,480,Quetta,bytestorm@example.com,bytestorm.com
481,CodeCrafters,481,Karachi,codecrafters@example.com,codecrafters.com
482,DataStream Co.,482,Bahawalpur,datastreamco.@example.com,datastreamco..com
483,InnoTech Innovations,483,Faisalabad,innotechinnovations@example.com,innotechinnovations.com
484,NetCraft Innovations,484,Quetta,netcraftinnovations@example.com,netcraftinnovations.com
485,CodeCloud Solutions,485,Sukkur,codecloudsolutions@example.com,codecloudsolutions.com
486,CloudEdge,486,Quetta,cloudedge@example.com,cloudedge.com
487,DataCompass Solutions,487,Peshawar,datacompasssolutions@example.com,datacompasssolutions.com
488,InnoCloud Innovations,488,Hyderabad,innocloudinnovations@example.com,innocloudinnovations.com
489,DataSphere Co.,489,Abbottabad,datasphereco.@example.com,datasphereco..com
490,ByteCrafters,490,Lahore,bytecrafters@example.com,bytecrafters.com
491,WebSavvy Innovations,491,Quetta,websavvyinnovations@example.com,websavvyinnovations.com
492,NetGenius Technologies,492,Rawalpindi,netgeniustechnologies@example.com,netgeniustechnologies.com
493,WebLogic Innovations,493,Karachi,weblogicinnovations@example.com,weblogicinnovations.com
494,NetCraft Solutions,494,Gujranwala,netcraftsolutions@example.com,netcraftsolutions.com
495,DataGenius Co.,495,Islamabad,datageniusco.@example.com,datageniusco..com
496,WebWeavers,496,Karachi,webweavers@example.com,webweavers.com
497,WebSphere Co.,497,Abbottabad,websphereco.@example.com,websphereco..com
498,DataStream Solutions,498,Lahore,datastreamsolutions@example.com,datastreamsolutions.com
499,InnoWorks,499,Nawabshah,innoworks@example.com,innoworks.com
500,InnovaTech Solutions,500,Faisalabad,innovatechsolutions@example.com,innovatechsolutions.com
